NAME,total_housing_units,built_2020_or_later,built_2010_to_2019,built_2000_to_2009,built_1990_to_1999,built_1980_to_1989,built_1970_to_1979,built_1960_to_1969,built_1950_to_1959,built_1940_to_1949,median_year_year_built,state,county
"Montgomery County, Maryland",405127,2979,35045,42728,44914,80412,58992,58025,45682,19537,1980,24,031
"Prince George's County, Maryland",362440,3265,27090,39215,48902,47130,50990,67582,43470,17715,1977,24,033
"Queen Anne's County, Maryland",21703,285,2377,3848,3665,4066,3337,1336,956,302,1988,24,035
"St. Mary's County, Maryland",46078,488,6651,9361,8413,7222,6564,2458,2277,1147,1992,24,037
"Somerset County, Maryland",10916,54,958,1776,1731,1463,1345,820,483,658,1984,24,039
"Talbot County, Maryland",19671,59,1046,2927,3007,3528,2235,1436,1627,936,1982,24,041
"Washington County, Maryland",63965,269,3565,8489,7696,7154,7773,6733,6741,2862,1974,24,043
"Wicomico County, Maryland",43925,289,3400,7876,6104,6206,6746,3412,3919,1897,1983,24,045
"Worcester County, Maryland",56585,400,2139,9142,7659,16123,12698,3073,1704,1070,1984,24,047
"Baltimore city, Maryland",293631,763,12740,12106,12116,13598,17150,25357,45025,33969,1948,24,510
"Barnstable County, Massachusetts",165661,740,6060,13457,16570,33748,32402,20494,17485,5484,1976,25,001
"Berkshire County, Massachusetts",69861,150,1742,3644,3884,7155,7661,5885,9223,5144,1955,25,003
"Bristol County, Massachusetts",244166,901,10238,16162,21576,28399,29380,22737,25169,12388,1963,25,005
"Dukes County, Massachusetts",17713,72,1156,1919,2354,3617,2407,1084,963,569,1981,25,007
"Essex County, Massachusetts",328460,1406,15316,22565,23200,37896,31321,33327,34646,15253,1960,25,009
"Franklin County, Massachusetts",34424,92,1087,2195,2139,4455,4777,2831,3084,1467,1961,25,011
"Hampden County, Massachusetts",197210,467,5217,8971,12177,18982,24006,22357,33283,15382,1958,25,013
"Hampshire County, Massachusetts",66490,430,3526,4768,6390,8382,9450,6469,6486,2310,1970,25,015
"Middlesex County, Massachusetts",660814,5049,46486,44100,46260,62586,66608,69729,74497,31407,1961,25,017
"Nantucket County, Massachusetts",12449,170,691,1759,2179,1989,1391,1340,503,293,1983,25,019
"Norfolk County, Massachusetts",293420,2047,21251,19428,21679,29874,32018,32522,39004,17796,1964,25,021
"Plymouth County, Massachusetts",216654,2018,15370,19053,19061,24972,31399,22915,24103,10816,1971,25,023
"Suffolk County, Massachusetts",353930,3192,31552,23118,14943,21510,26849,25970,26277,17832,1948,25,025
"Worcester County, Massachusetts",353405,1404,16910,31381,33108,42030,39569,31315,39500,20993,1966,25,027
"Alcona County, Michigan",10353,84,469,1000,1184,1243,2072,1497,1371,621,1974,26,001
"Alger County, Michigan",6205,14,247,690,797,639,967,707,676,410,1973,26,003
"Allegan County, Michigan",52262,419,4244,7990,8374,5750,6753,3989,3853,2241,1981,26,005
"Alpena County, Michigan",15674,24,357,1099,1468,1295,3113,2253,2343,1295,1968,26,007
"Antrim County, Michigan",17613,128,712,2573,2942,2259,3206,1464,1240,858,1979,26,009
"Arenac County, Michigan",9536,20,290,974,1335,1516,1860,1039,1006,465,1977,26,011
"Baraga County, Michigan",5071,14,113,570,643,475,973,491,488,324,1973,26,013
"Barry County, Michigan",27617,395,1512,3483,4403,2672,3730,2674,2645,1357,1976,26,015
"Bay County, Michigan",48620,98,1244,3315,3873,3258,8098,5738,7313,3869,1962,26,017
"Benzie County, Michigan",12231,60,624,1815,2844,1409,1514,1258,787,615,1985,26,019
"Berrien County, Michigan",77127,357,2450,7256,7354,6138,10787,11013,12384,5385,1966,26,021
"Branch County, Michigan",20879,63,977,1740,2508,1847,2993,2611,2064,1381,1969,26,023
"Calhoun County, Michigan",59626,147,1409,4170,5700,4461,8366,5989,10426,4631,1961,26,025
"Cass County, Michigan",25543,174,1447,3245,2847,1847,3891,2755,2849,2019,1972,26,027
"Charlevoix County, Michigan",17578,62,951,2506,2998,2705,2619,1684,1021,1006,1982,26,029
"Cheboygan County, Michigan",17742,27,662,2473,3449,2340,3010,1816,1447,792,1980,26,031
"Chippewa County, Michigan",20340,58,954,2731,3464,1813,2712,1788,2341,1500,1976,26,033
"Clare County, Michigan",21953,50,500,2400,3198,2773,4931,3275,2626,929,1976,26,035
"Clinton County, Michigan",33123,320,2907,5589,5133,2793,4538,2787,2354,1114,1981,26,037
"Crawford County, Michigan",10268,49,234,1231,1987,1568,2054,1282,782,616,1980,26,039
"Delta County, Michigan",19841,105,498,1609,2179,1847,3242,1884,2582,1106,1968,26,041
"Dickinson County, Michigan",13941,48,363,1028,1716,1711,2099,1442,1515,852,1970,26,043
"Eaton County, Michigan",47650,252,2091,5191,6790,5929,9119,5763,3237,1669,1976,26,045
"Emmet County, Michigan",21886,144,1243,3352,4444,3314,3010,1254,1269,703,1985,26,047
"Genesee County, Michigan",183729,915,5695,17556,20690,13244,30466,29581,33046,11188,1969,26,049
"Gladwin County, Michigan",17003,97,654,2537,2817,2457,2813,1826,2005,915,1980,26,051
"Gogebic County, Michigan",10400,5,151,563,877,614,1425,817,1156,917,1954,26,053
"Grand Traverse County, Michigan",46435,484,4719,8508,7347,5923,8090,2156,3365,1077,1986,26,055
"Gratiot County, Michigan",16051,68,339,1185,1715,1601,2222,2066,1951,1282,1966,26,057
"Hillsdale County, Michigan",21490,139,638,2110,3067,1807,2986,1871,1832,1305,1970,26,059
"Houghton County, Michigan",18781,105,979,1308,1564,1432,2272,1625,1290,1146,1959,26,061
"Huron County, Michigan",20372,48,461,1709,2183,2131,3004,2134,3053,1716,1967,26,063
"Ingham County, Michigan",125812,568,6607,11487,12791,12819,19937,16698,16491,7844,1971,26,065
"Ionia County, Michigan",24746,200,1199,2844,2982,2265,3431,1733,1974,1373,1972,26,067
"Iosco County, Michigan",19978,57,495,1666,2310,1954,4223,3406,3202,1395,1972,26,069
"Iron County, Michigan",9046,21,373,661,821,1055,1071,669,1202,825,1962,26,071
"Isabella County, Michigan",28600,125,1691,4576,5409,3524,4542,2612,1939,897,1983,26,073
"Jackson County, Michigan",69188,276,1993,7063,7665,5601,9106,8107,9061,4617,1966,26,075
"Kalamazoo County, Michigan",114463,628,7322,13914,13839,12028,17770,12610,14021,6045,1975,26,077
"Kalkaska County, Michigan",11655,59,506,1635,1814,1824,2379,1440,905,380,1980,26,079
"Kent County, Michigan",267071,2428,21269,31632,37957,28662,32540,24989,28714,14934,1976,26,081
"Keweenaw County, Michigan",2292,3,94,281,245,202,204,200,263,104,1964,26,083
"Lake County, Michigan",13432,77,510,1488,2025,1808,2805,1528,1544,597,1977,26,085
"Lapeer County, Michigan",36980,305,1383,4358,6944,3933,7261,3175,2440,1643,1978,26,087
"Leelanau County, Michigan",15630,117,1361,2597,3124,2312,2243,1198,702,414,1987,26,089
"Lenawee County, Michigan",43747,117,975,4325,5909,3478,6466,4057,5157,2757,1969,26,091
"Livingston County, Michigan",79520,948,6368,14881,18358,8532,13872,5027,3922,2510,1990,26,093
"Luce County, Michigan",4081,17,90,533,671,412,763,495,315,167,1976,26,095
"Mackinac County, Michigan",10575,34,354,1258,1592,1346,1474,1099,1245,752,1975,26,097
"Macomb County, Michigan",371723,2343,18332,42927,50439,42037,61593,62119,60788,15155,1975,26,099
"Manistee County, Michigan",15631,107,562,1670,1779,1669,2312,2085,1600,1046,1971,26,101
"Marquette County, Michigan",33553,98,1670,2627,3288,3021,6676,3760,3849,1715,1971,26,103
"Mason County, Michigan",17499,148,1034,2232,2136,2082,2687,1477,1714,763,1976,26,105
"Mecosta County, Michigan",21045,44,1156,2828,3629,2954,3757,1971,1355,890,1980,26,107
"Menominee County, Michigan",13261,48,462,1211,1508,1466,2078,1093,1549,1007,1971,26,109
"Midland County, Michigan",37048,230,2115,2880,5834,3870,7196,5131,4779,1869,1975,26,111
"Missaukee County, Michigan",8676,84,363,996,1358,1470,1801,809,495,309,1980,26,113
"Monroe County, Michigan",66300,532,3777,8635,9050,4604,9839,6344,8109,4879,1973,26,115
"Montcalm County, Michigan",28046,205,1263,3911,4560,2868,4059,2654,2609,1362,1977,26,117
"Montmorency County, Michigan",8926,27,172,792,1195,1251,1938,1219,1345,509,1975,26,119
"Muskegon County, Michigan",74969,286,2987,7646,9769,5557,10022,7717,11154,7766,1968,26,121
"Newaygo County, Michigan",24781,118,968,2608,4516,3343,3940,2587,2449,1480,1978,26,123
"Oakland County, Michigan",557978,3358,29334,50658,75826,69953,101367,71540,84012,30697,1975,26,125
"Oceana County, Michigan",15645,56,937,2106,2287,1889,2430,1398,1167,719,1978,26,127
"Ogemaw County, Michigan",15326,25,392,2001,2441,1785,2787,2080,1518,1054,1976,26,129
"Ontonagon County, Michigan",5256,9,120,366,425,534,781,511,699,493,1962,26,131
"Osceola County, Michigan",12634,37,482,1420,1945,1551,2394,1225,1010,470,1976,26,133
"Oscoda County, Michigan",7705,15,145,753,1036,863,1743,1416,858,548,1974,26,135
"Otsego County, Michigan",14893,46,690,1998,2822,2161,3403,1632,1119,421,1981,26,137
"Ottawa County, Michigan",116173,1930,14115,17391,20827,14703,14349,9940,8046,4181,1987,26,139
"Presque Isle County, Michigan",9856,20,353,1008,1387,867,1716,1198,1207,708,1972,26,141
"Roscommon County, Michigan",23170,72,594,2229,2855,3828,5454,3912,2633,884,1976,26,143
"Saginaw County, Michigan",86134,358,2400,6963,7699,6647,15805,12905,13611,5077,1968,26,145
"St. Clair County, Michigan",72467,430,2115,8731,11886,7608,10074,6366,8206,4811,1975,26,147
"St. Joseph County, Michigan",27248,154,814,2328,3295,2769,4286,2201,3260,1452,1970,26,149
"Sanilac County, Michigan",21751,39,891,1931,2593,2279,3265,1932,2670,1662,1970,26,151
"Schoolcraft County, Michigan",5947,24,215,651,923,592,750,613,646,422,1972,26,153
"Shiawassee County, Michigan",30272,57,726,2776,3272,2350,5775,3144,3470,2219,1969,26,155
"Tuscola County, Michigan",24005,42,459,1733,3001,2297,4637,2352,2857,1845,1970,26,157
"Van Buren County, Michigan",37243,303,1705,4446,6078,4395,5033,2985,3688,1979,1977,26,159
"Washtenaw County, Michigan",158115,1935,10113,20618,25302,16529,24278,19446,14436,6798,1978,26,161
"Wayne County, Michigan",796119,2017,18156,45417,48370,41117,82604,89581,190870,112749,1956,26,163
"Wexford County, Michigan",16532,62,558,2745,2761,1926,2729,1226,999,795,1979,26,165
"Aitkin County, Minnesota",14203,143,862,2740,2119,1513,2386,1333,965,688,1982,27,001
"Anoka County, Minnesota",140246,1728,12143,21278,24167,23153,22273,16518,11919,2831,1985,27,003
"Becker County, Minnesota",19869,173,2012,3523,2304,1894,3025,1837,1393,1036,1980,27,005
"Beltrami County, Minnesota",21583,240,2602,3861,2928,2698,3613,1531,1253,854,1986,27,007
"Benton County, Minnesota",17484,145,1344,3302,2740,2574,2833,1426,770,518,1985,27,009
"Big Stone County, Minnesota",2984,38,129,172,197,146,380,324,359,221,1957,27,011
"Blue Earth County, Minnesota",29544,416,3496,4411,3205,2300,3269,2759,2449,1294,1977,27,013
"Brown County, Minnesota",11802,53,619,893,1042,931,1579,851,1346,820,1961,27,015
"Carlton County, Minnesota",15830,89,872,2330,2037,1219,2322,1350,1815,903,1974,27,017
"Carver County, Minnesota",41395,867,6459,9664,7909,5966,3784,2019,1496,720,1995,27,019
"Cass County, Minnesota",24294,276,2148,5186,4477,3233,3811,1732,1318,760,1990,27,021
"Chippewa County, Minnesota",5649,10,134,257,435,378,983,405,854,414,1957,27,023
"Chisago County, Minnesota",22711,322,1611,4818,5455,2358,3422,1088,1018,269,1992,27,025
"Clay County, Minnesota",27241,435,3356,4729,3057,2171,4395,2663,2667,669,1981,27,027
"Clearwater County, Minnesota",4449,20,358,658,635,553,726,360,284,223,1980,27,029
"Cook County, Minnesota",6024,22,518,1243,947,695,711,477,399,469,1986,27,031
"Cottonwood County, Minnesota",5163,23,149,186,335,369,809,800,662,454,1961,27,033
"Crow Wing County, Minnesota",42191,363,3813,8150,7248,5965,6181,2883,2409,1762,1987,27,035
"Dakota County, Minnesota",176447,2158,16015,26793,35086,34275,27584,15088,9288,3327,1988,27,037
"Dodge County, Minnesota",8399,47,530,1492,1323,731,1192,554,455,297,1979,27,039
"Douglas County, Minnesota",22087,286,2447,4168,2915,2464,3539,1589,1088,929,1985,27,041
"Faribault County, Minnesota",6921,13,118,208,266,321,1003,614,1165,637,1952,27,043
"Fillmore County, Minnesota",9669,64,536,1384,978,472,1166,576,659,466,1966,27,045
"Freeborn County, Minnesota",14116,15,377,868,811,913,2024,1760,2540,1000,1959,27,047
"Goodhue County, Minnesota",21071,302,1106,2780,2409,2103,3062,2011,1439,713,1974,27,049
"Grant County, Minnesota",3146,18,114,316,337,287,365,234,330,270,1964,27,051
"Hennepin County, Minnesota",564441,6463,47278,45740,50168,74662,77278,60094,69642,28114,1973,27,053
"Houston County, Minnesota",8755,31,426,851,1116,697,1214,850,960,388,1970,27,055
"Hubbard County, Minnesota",14760,136,1344,2560,2492,1829,2315,1201,963,552,1985,27,057
"Isanti County, Minnesota",16976,267,1622,3457,2782,1519,3197,1015,963,339,1988,27,059
"Itasca County, Minnesota",25589,123,1833,3847,3145,3157,4616,2299,2607,1557,1979,27,061
"Jackson County, Minnesota",4914,10,188,247,154,327,743,553,641,386,1956,27,063
"Kanabec County, Minnesota",7793,79,496,1636,1035,948,1108,579,529,366,1983,27,065
"Kandiyohi County, Minnesota",20212,148,1068,2698,2687,2503,3472,1520,2262,846,1977,27,067
"Kittson County, Minnesota",2279,7,101,179,145,238,408,238,220,165,1967,27,069
"Koochiching County, Minnesota",7418,33,223,780,910,707,1423,938,832,480,1973,27,071
"Lac qui Parle County, Minnesota",3474,4,96,168,203,235,487,204,356,261,1950,27,073
"Lake County, Minnesota",7405,18,301,974,707,562,1123,691,1520,385,1970,27,075
"Lake of the Woods County, Minnesota",3457,15,321,524,656,473,505,473,156,47,1986,27,077
"Le Sueur County, Minnesota",12978,99,862,1911,1236,1103,1887,1111,1131,598,1973,27,079
"Lincoln County, Minnesota",3061,10,105,264,170,193,559,219,327,193,1960,27,081
"Lyon County, Minnesota",11252,47,353,1160,1318,1196,1794,1475,1078,578,1971,27,083
"McLeod County, Minnesota",15936,103,746,2202,2368,2336,2234,1427,1333,606,1979,27,085
"Mahnomen County, Minnesota",2552,14,137,295,303,327,376,292,210,177,1975,27,087
"Marshall County, Minnesota",4416,20,164,373,405,455,849,443,445,341,1971,27,089
"Martin County, Minnesota",9715,8,369,441,543,685,1543,971,1458,715,1958,27,091
"Meeker County, Minnesota",10671,80,608,1376,1213,1092,1911,899,1038,578,1975,27,093
"Mille Lacs County, Minnesota",12958,112,663,2815,1758,1358,1964,1062,707,522,1982,27,095
"Morrison County, Minnesota",16204,113,1195,2356,2062,1816,2391,858,1415,879,1978,27,097
"Mower County, Minnesota",16963,40,618,1361,1063,1154,1692,1517,3576,1721,1957,27,099
"Murray County, Minnesota",4401,12,141,352,431,383,595,438,557,332,1963,27,101
"Nicollet County, Minnesota",13530,101,1202,2181,1441,1614,1965,1318,1097,380,1979,27,103
"Nobles County, Minnesota",8398,22,438,433,793,647,1690,836,1062,521,1968,27,105
"Norman County, Minnesota",3228,3,100,224,168,285,499,357,384,234,1961,27,107
"Olmsted County, Minnesota",70255,950,8542,13322,9834,8185,9035,6779,5519,2286,1987,27,109
"Otter Tail County, Minnesota",36669,204,3486,5417,4328,3975,5675,3330,2727,1750,1978,27,111
"Pennington County, Minnesota",6755,22,721,608,760,617,1276,656,492,272,1975,27,113
"Pine County, Minnesota",17148,195,1385,3133,2796,1911,2590,1142,938,606,1984,27,115
"Pipestone County, Minnesota",4316,4,118,206,277,256,637,513,636,372,1958,27,117
"Polk County, Minnesota",14670,10,911,1437,1009,1611,2499,1602,1751,553,1971,27,119
"Pope County, Minnesota",6411,15,440,846,616,523,821,533,722,320,1971,27,121
"Ramsey County, Minnesota",231606,1744,10895,14260,15773,27523,33232,26457,29736,12759,1965,27,123
"Red Lake County, Minnesota",1884,32,102,174,173,103,345,182,153,125,1969,27,125
"Redwood County, Minnesota",7103,43,266,336,643,699,1148,589,806,560,1963,27,127
"Renville County, Minnesota",6911,5,126,438,469,525,1127,609,824,545,1958,27,129
"Rice County, Minnesota",25173,280,1590,4464,2966,2272,3806,2096,1851,1132,1977,27,131
"Rock County, Minnesota",4236,27,142,272,336,194,623,437,542,257,1958,27,133
"Roseau County, Minnesota",7188,11,463,1024,1093,1131,1341,517,450,303,1981,27,135
"St. Louis County, Minnesota",103924,506,4999,9423,8070,7538,14830,8265,14306,6251,1962,27,137
"Scott County, Minnesota",55687,952,7129,15184,11847,7061,5431,2973,2034,524,1996,27,139
"Sherburne County, Minnesota",36581,687,4021,9689,8009,4500,4594,1784,1503,481,1995,27,141
"Sibley County, Minnesota",6482,43,202,663,553,453,850,596,614,516,1962,27,143
"Stearns County, Minnesota",66211,553,6218,11318,10031,8566,9611,5836,3826,2735,1984,27,145
"Steele County, Minnesota",15878,65,841,2292,1732,1492,2813,1379,1578,651,1975,27,147
"Stevens County, Minnesota",4201,20,345,350,287,368,609,434,504,351,1967,27,149
"Swift County, Minnesota",4697,4,158,392,566,266,581,331,599,471,1959,27,151
"Todd County, Minnesota",12929,108,910,1539,1315,1333,2137,960,1026,806,1974,27,153
"Traverse County, Minnesota",1896,6,81,101,262,125,247,169,208,146,1963,27,155
"Wabasha County, Minnesota",10229,114,630,1876,1140,917,1468,908,748,306,1977,27,157
"Wadena County, Minnesota",6990,47,575,810,776,630,1109,671,711,353,1974,27,159
"Waseca County, Minnesota",7910,21,179,717,845,705,1462,751,823,578,1970,27,161
"Washington County, Minnesota",107035,2572,11957,19358,23687,14812,13188,7389,5787,1559,1992,27,163
"Watonwan County, Minnesota",4904,1,94,401,343,480,656,554,450,344,1961,27,165
"Wilkin County, Minnesota",2977,15,108,314,304,193,478,289,398,164,1967,27,167
"Winona County, Minnesota",21763,122,1238,2304,2611,1891,2718,1933,1484,1138,1970,27,169
"Wright County, Minnesota",56153,1371,5834,15320,9723,6331,7527,2894,2136,1252,1994,27,171
"Yellow Medicine County, Minnesota",4512,2,101,288,312,228,766,382,501,317,1956,27,173
"Adams County, Mississippi",14920,55,597,1318,887,1564,3544,2825,2042,732,1971,28,001
"Alcorn County, Mississippi",16242,86,1534,1592,2701,2518,3485,1976,1124,598,1981,28,003
"Amite County, Mississippi",7289,185,594,1003,1089,1305,1459,689,593,144,1984,28,005
"Attala County, Mississippi",8341,35,549,1232,1302,1144,1376,907,881,451,1981,28,007
"Benton County, Mississippi",4100,71,366,680,449,564,658,652,277,185,1981,28,009
"Bolivar County, Mississippi",13679,64,1014,1242,1730,1978,2805,2016,1197,778,1977,28,011
"Calhoun County, Mississippi",6744,0,369,730,872,1502,1476,680,346,401,1981,28,013
"Carroll County, Mississippi",4950,15,442,941,817,762,628,530,379,92,1987,28,015
"Chickasaw County, Mississippi",7817,83,562,797,1141,1044,1781,1184,547,245,1978,28,017
"Choctaw County, Mississippi",4363,31,440,519,718,653,685,556,283,203,1983,28,019
"Claiborne County, Mississippi",3949,12,250,487,631,630,987,386,225,166,1981,28,021
"Clarke County, Mississippi",7635,154,561,1140,1382,1056,1542,837,483,96,1985,28,023
"Clay County, Mississippi",9035,65,886,788,1843,1003,1780,931,766,370,1981,28,025
"Coahoma County, Mississippi",10188,64,265,931,1245,978,1705,1250,1857,1081,1971,28,027
"Copiah County, Mississippi",12457,103,1360,1628,2083,2382,2146,933,601,508,1986,28,029
"Covington County, Mississippi",8360,72,970,1039,1710,1462,1541,713,200,277,1987,28,031
"DeSoto County, Mississippi",74066,1556,11690,19468,17288,9335,7292,4655,1176,630,1998,28,033
"Forrest County, Mississippi",33672,239,3223,5104,4570,4063,5189,4108,2940,2065,1981,28,035
"Franklin County, Mississippi",4303,7,483,436,424,835,859,305,381,194,1980,28,037
"George County, Mississippi",10316,202,1426,1587,1612,1664,1757,829,617,389,1988,28,039
"Greene County, Mississippi",5137,0,799,450,836,764,1012,656,389,67,1984,28,041
"Grenada County, Mississippi",10418,17,810,1286,1483,1682,2109,1207,1081,115,1980,28,043
"Hancock County, Mississippi",23277,326,2797,7308,3959,2544,2568,2070,394,349,1997,28,045
"Harrison County, Mississippi",93505,659,13310,23036,13967,9833,12745,9839,5612,2174,1993,28,047
"Hinds County, Mississippi",106225,373,4520,12139,9924,13723,21909,16802,17415,5540,1974,28,049
"Holmes County, Mississippi",7573,8,499,1084,1018,1578,1221,826,615,199,1983,28,051
"Humphreys County, Mississippi",3529,27,265,328,453,626,682,400,386,172,1979,28,053
